locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCJMANHL_00791	CDS	1110				hypothetical protein
GCJMANHL_00792	CDS	1299	eno	4.2.1.11	COG0148	Enolase
GCJMANHL_00793	CDS	1638	pyrG_1	6.3.4.2	COG0504	CTP synthase
GCJMANHL_00794	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
GCJMANHL_00795	CDS	2238	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
GCJMANHL_00796	CDS	1305	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
GCJMANHL_00797	CDS	2751	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
GCJMANHL_00798	CDS	1140	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
GCJMANHL_00799	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
GCJMANHL_00800	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
GCJMANHL_00801	CDS	1353	gudP_1			putative glucarate transporter
GCJMANHL_00802	CDS	444			COG0716	putative protein
GCJMANHL_00803	CDS	795	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
GCJMANHL_00804	CDS	330	yqcC		COG3098	putative protein YqcC
GCJMANHL_00805	CDS	546	syd			Protein Syd
GCJMANHL_00806	CDS	846	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
GCJMANHL_00807	CDS	1368	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
GCJMANHL_00808	CDS	1290	sdaC_2		COG0814	Serine transporter
GCJMANHL_00809	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
GCJMANHL_00810	CDS	942	ssuA_2			Putative aliphatic sulfonates-binding protein
GCJMANHL_00811	CDS	1224	soxC			Dibenzothiophene desulfurization enzyme C
GCJMANHL_00812	CDS	1422	ygcS			Inner membrane metabolite transport protein YgcS
GCJMANHL_00813	CDS	879				hypothetical protein
GCJMANHL_00814	CDS	243				hypothetical protein
GCJMANHL_00815	CDS	444				hypothetical protein
GCJMANHL_00816	CDS	1023	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
GCJMANHL_00817	CDS	1407	dmoA	1.14.13.131		Dimethyl-sulfide monooxygenase
GCJMANHL_00818	CDS	1398				hypothetical protein
GCJMANHL_00819	CDS	1173	msuD_1	1.14.14.5	COG2141	Methanesulfonate monooxygenase
GCJMANHL_00820	CDS	1944	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
GCJMANHL_00821	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
GCJMANHL_00822	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
GCJMANHL_00823	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
GCJMANHL_00824	CDS	1311	fucP		COG0738	L-fucose-proton symporter
GCJMANHL_00825	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
GCJMANHL_00826	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
GCJMANHL_00827	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
GCJMANHL_00828	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
GCJMANHL_00829	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
GCJMANHL_00830	CDS	396				hypothetical protein
GCJMANHL_00831	CDS	825	gcvA_2			Glycine cleavage system transcriptional activator
GCJMANHL_00832	CDS	231	ygdR_1			putative lipoprotein YgdR
GCJMANHL_00833	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
GCJMANHL_00834	CDS	432	csdE		COG2166	Sulfur acceptor protein CsdE
GCJMANHL_00835	CDS	822	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
GCJMANHL_00836	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
GCJMANHL_00837	tRNA	77				tRNA-Met(cat)
GCJMANHL_00838	tRNA	77				tRNA-Met(cat)
GCJMANHL_00839	tRNA	77				tRNA-Met(cat)
GCJMANHL_00840	CDS	1341				hypothetical protein
GCJMANHL_00841	CDS	666				hypothetical protein
GCJMANHL_00842	CDS	1704	ompA_2			Outer membrane protein A
GCJMANHL_00843	CDS	2391				hypothetical protein
GCJMANHL_00844	CDS	1782				hypothetical protein
GCJMANHL_00845	CDS	1104				hypothetical protein
GCJMANHL_00846	CDS	1149				hypothetical protein
GCJMANHL_00847	CDS	3336				hypothetical protein
GCJMANHL_00848	CDS	1761				hypothetical protein
GCJMANHL_00849	CDS	1083				hypothetical protein
GCJMANHL_00850	CDS	534				hypothetical protein
GCJMANHL_00851	CDS	426				hypothetical protein
GCJMANHL_00852	CDS	1056	cobT_1	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
GCJMANHL_00853	CDS	546	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
GCJMANHL_00854	CDS	1524	cobQ			Cobyric acid synthase
GCJMANHL_00855	CDS	825	cbiO	7.-.-.-	COG1122	Cobalt import ATP-binding protein CbiO
GCJMANHL_00856	CDS	678	cbiQ		COG0619	Cobalt transport protein CbiQ
GCJMANHL_00857	CDS	282	cbiN		COG1930	Cobalt transport protein CbiN
GCJMANHL_00858	CDS	738	cbiM		COG0310	Cobalt transport protein CbiM
GCJMANHL_00859	CDS	711	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
GCJMANHL_00860	CDS	795	cbiK	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
GCJMANHL_00861	CDS	786	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
GCJMANHL_00862	CDS	726	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
GCJMANHL_00863	CDS	378				hypothetical protein
GCJMANHL_00864	CDS	1122	roxA_1	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
GCJMANHL_00865	CDS	534				hypothetical protein
GCJMANHL_00866	CDS	267				hypothetical protein
GCJMANHL_00867	CDS	1434	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
GCJMANHL_00868	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
GCJMANHL_00869	CDS	1386	cusC_1		COG1538	Cation efflux system protein CusC
GCJMANHL_00870	CDS	348	cusF		COG5569	Cation efflux system protein CusF
GCJMANHL_00871	CDS	1263	cusB			Cation efflux system protein CusB
GCJMANHL_00872	CDS	3150	cusA		COG3696	Cation efflux system protein CusA
GCJMANHL_00873	CDS	348				hypothetical protein
GCJMANHL_00874	CDS	534	blc_2		COG3040	Outer membrane lipoprotein Blc
GCJMANHL_00875	CDS	729	mlrA		COG0789	HTH-type transcriptional regulator MlrA
GCJMANHL_00876	CDS	435				hypothetical protein
GCJMANHL_00877	CDS	720				hypothetical protein
GCJMANHL_00878	CDS	1260				hypothetical protein
GCJMANHL_00879	CDS	723				hypothetical protein
GCJMANHL_00880	CDS	1221	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
GCJMANHL_00881	CDS	486				hypothetical protein
GCJMANHL_00882	CDS	525				hypothetical protein
GCJMANHL_00883	CDS	558				hypothetical protein
GCJMANHL_00884	CDS	960				hypothetical protein
GCJMANHL_00885	CDS	1200	lamB_1		COG4580	Maltoporin
GCJMANHL_00886	CDS	312	recN		COG0497	DNA repair protein RecN
GCJMANHL_00887	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
GCJMANHL_00888	CDS	291				hypothetical protein
GCJMANHL_00889	CDS	438	pasT		COG2867	Persistence and stress-resistance toxin PasT
GCJMANHL_00890	CDS	483	smpB		COG0691	SsrA-binding protein
GCJMANHL_00891	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
GCJMANHL_00892	CDS	378				hypothetical protein
GCJMANHL_00893	CDS	1098				hypothetical protein
GCJMANHL_00894	CDS	486				hypothetical protein
GCJMANHL_00895	CDS	2628				hypothetical protein
GCJMANHL_00896	CDS	300				hypothetical protein
GCJMANHL_00897	CDS	516				hypothetical protein
GCJMANHL_00898	CDS	1173	gpFI_1			Putative prophage major tail sheath protein
GCJMANHL_00899	CDS	1164				hypothetical protein
GCJMANHL_00900	CDS	219				hypothetical protein
GCJMANHL_00901	CDS	2109				hypothetical protein
GCJMANHL_00902	CDS	594				hypothetical protein
GCJMANHL_00903	CDS	909				hypothetical protein
GCJMANHL_00904	CDS	363				hypothetical protein
GCJMANHL_00905	CDS	573				hypothetical protein
GCJMANHL_00906	CDS	447				hypothetical protein
GCJMANHL_00907	CDS	432				hypothetical protein
GCJMANHL_00908	CDS	429				hypothetical protein
GCJMANHL_00909	CDS	384				hypothetical protein
GCJMANHL_00910	CDS	510				hypothetical protein
GCJMANHL_00911	CDS	216				hypothetical protein
GCJMANHL_00912	CDS	204				hypothetical protein
GCJMANHL_00913	CDS	465				hypothetical protein
GCJMANHL_00914	CDS	651				hypothetical protein
GCJMANHL_00915	CDS	1065				hypothetical protein
GCJMANHL_00916	CDS	834				hypothetical protein
GCJMANHL_00917	CDS	1755				hypothetical protein
GCJMANHL_00918	CDS	1035				hypothetical protein
GCJMANHL_00919	CDS	1434				hypothetical protein
GCJMANHL_00920	CDS	843				hypothetical protein
GCJMANHL_00921	CDS	219				hypothetical protein
GCJMANHL_00922	CDS	234	dinI_2			DNA damage-inducible protein I
GCJMANHL_00923	CDS	189				hypothetical protein
GCJMANHL_00924	CDS	2415				hypothetical protein
GCJMANHL_00925	CDS	858	dam_1	2.1.1.72	COG0338	DNA adenine methylase
GCJMANHL_00926	CDS	228	ybiI_1		COG1734	putative protein YbiI
GCJMANHL_00927	CDS	234				hypothetical protein
GCJMANHL_00928	CDS	342				hypothetical protein
GCJMANHL_00929	CDS	201				hypothetical protein
GCJMANHL_00930	CDS	510				hypothetical protein
GCJMANHL_00931	CDS	243				hypothetical protein
GCJMANHL_00932	CDS	405				hypothetical protein
GCJMANHL_00933	CDS	1014	xerC_2			Tyrosine recombinase XerC
GCJMANHL_00934	CDS	993				hypothetical protein
GCJMANHL_00935	CDS	966				hypothetical protein
GCJMANHL_00936	CDS	801				hypothetical protein
GCJMANHL_00937	CDS	885	pgrR_1			HTH-type transcriptional regulator PgrR
GCJMANHL_00938	CDS	639				hypothetical protein
GCJMANHL_00939	CDS	366	rob_1		COG2207	Right origin-binding protein
GCJMANHL_00940	CDS	1176	bepF			Efflux pump periplasmic linker BepF
GCJMANHL_00941	CDS	3153	oqxB20			multidrug efflux RND transporter permease subunit OqxB20
GCJMANHL_00942	CDS	480				hypothetical protein
GCJMANHL_00943	CDS	912				hypothetical protein
GCJMANHL_00944	CDS	951	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
GCJMANHL_00945	CDS	864				hypothetical protein
GCJMANHL_00946	CDS	1068	vldW_1	1.14.11.52		Validamycin A dioxygenase
GCJMANHL_00947	CDS	804	fliY_2		COG0834	L-cystine-binding protein FliY
GCJMANHL_00948	CDS	1521	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCJMANHL_00949	CDS	729	cloR	1.13.11.83		4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase
GCJMANHL_00950	CDS	933	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
GCJMANHL_00951	CDS	795	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GCJMANHL_00952	CDS	621				hypothetical protein
GCJMANHL_00953	CDS	891	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
GCJMANHL_00954	CDS	702				hypothetical protein
GCJMANHL_00955	CDS	549				hypothetical protein
GCJMANHL_00956	CDS	669	yadV_1			putative fimbrial chaperone YadV
GCJMANHL_00957	CDS	2538	fimD_4		COG3188	Outer membrane usher protein FimD
GCJMANHL_00958	CDS	1029				hypothetical protein
GCJMANHL_00959	CDS	1095				hypothetical protein
GCJMANHL_00960	CDS	2556	fimD_5		COG3188	Outer membrane usher protein FimD
GCJMANHL_00961	CDS	663	yraI_1			putative fimbrial chaperone YraI
GCJMANHL_00962	CDS	582				hypothetical protein
GCJMANHL_00963	CDS	1521	adh_1	1.2.1.3	COG1012	Aldehyde dehydrogenase
GCJMANHL_00964	CDS	1788	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
GCJMANHL_00965	CDS	909	dmlR_3			HTH-type transcriptional regulator DmlR
GCJMANHL_00966	CDS	606	azoR_1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
GCJMANHL_00967	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
GCJMANHL_00968	CDS	546	ygaP		COG0607	Inner membrane protein YgaP
GCJMANHL_00969	CDS	903				hypothetical protein
GCJMANHL_00970	CDS	180				hypothetical protein
GCJMANHL_00971	CDS	393	stpA		COG2916	DNA-binding protein StpA
GCJMANHL_00972	CDS	450	alaE			L-alanine exporter AlaE
GCJMANHL_00973	CDS	363				hypothetical protein
GCJMANHL_00974	CDS	348	ygaM		COG4575	putative protein YgaM
GCJMANHL_00975	CDS	1353	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
GCJMANHL_00976	CDS	432				hypothetical protein
GCJMANHL_00977	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
GCJMANHL_00978	CDS	411	nrdI		COG1780	Protein NrdI
GCJMANHL_00979	CDS	2142	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
GCJMANHL_00980	CDS	963	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
GCJMANHL_00981	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
GCJMANHL_00982	CDS	1068	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
GCJMANHL_00983	CDS	999	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
GCJMANHL_00984	CDS	747	ygaZ_1		COG1296	Inner membrane protein YgaZ
GCJMANHL_00985	CDS	336				hypothetical protein
GCJMANHL_00986	CDS	531	mprA		COG1846	Transcriptional repressor MprA
GCJMANHL_00987	CDS	1173	emrA_1		COG1566	Multidrug export protein EmrA
GCJMANHL_00988	CDS	1539	emrB_1			Multidrug export protein EmrB
GCJMANHL_00989	CDS	1677	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
GCJMANHL_00990	CDS	768	nimR_2			HTH-type transcriptional regulator NimR
GCJMANHL_00991	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
GCJMANHL_00992	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
GCJMANHL_00993	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
GCJMANHL_00994	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
GCJMANHL_00995	CDS	315				hypothetical protein
GCJMANHL_00996	tRNA	77				tRNA-Arg(acg)
GCJMANHL_00997	tRNA	77				tRNA-Arg(acg)
GCJMANHL_00998	tRNA	77				tRNA-Arg(acg)
GCJMANHL_00999	tRNA	77				tRNA-Arg(acg)
GCJMANHL_01000	tRNA	93				tRNA-Ser(gct)
GCJMANHL_01001	CDS	186	csrA		COG1551	Carbon storage regulator
GCJMANHL_01002	CDS	2628	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
GCJMANHL_01003	CDS	501	recX		COG2137	Regulatory protein RecX
GCJMANHL_01004	CDS	1059	recA		COG0468	Protein RecA
GCJMANHL_01005	CDS	498	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
GCJMANHL_01006	CDS	879	mntA		COG0803	Manganese-binding lipoprotein MntA
GCJMANHL_01007	CDS	864	mntB_1			Manganese transport system membrane protein MntB
GCJMANHL_01008	CDS	678	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
GCJMANHL_01009	CDS	108				hypothetical protein
GCJMANHL_01010	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
GCJMANHL_01011	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
GCJMANHL_01012	CDS	981	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
GCJMANHL_01013	CDS	363	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
GCJMANHL_01014	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
GCJMANHL_01015	CDS	360				hypothetical protein
GCJMANHL_01016	CDS	774	srlR_1		COG1349	Glucitol operon repressor
GCJMANHL_01017	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
GCJMANHL_01018	CDS	1551	norR_2		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
GCJMANHL_01019	CDS	1449	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
GCJMANHL_01020	CDS	1134	norW_1	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
GCJMANHL_01021	CDS	1014	hoxN			High-affinity nickel transport protein
GCJMANHL_01022	CDS	2235	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
GCJMANHL_01023	CDS	528	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
GCJMANHL_01024	CDS	1014	ascG_1		COG1609	HTH-type transcriptional regulator AscG
GCJMANHL_01025	CDS	1443	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
GCJMANHL_01026	CDS	1425	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
GCJMANHL_01027	CDS	309	symE	3.1.-.-		Endoribonuclease SymE
GCJMANHL_01028	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
GCJMANHL_01029	CDS	411				hypothetical protein
GCJMANHL_01030	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
GCJMANHL_01031	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
GCJMANHL_01032	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
GCJMANHL_01033	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
GCJMANHL_01034	CDS	1827	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
GCJMANHL_01035	CDS	609	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
GCJMANHL_01036	CDS	450	hycA			Formate hydrogenlyase regulatory protein HycA
GCJMANHL_01037	CDS	345	hypA		COG0375	Hydrogenase maturation factor HypA
GCJMANHL_01038	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
GCJMANHL_01039	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
GCJMANHL_01040	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
GCJMANHL_01041	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
GCJMANHL_01042	CDS	2073	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
GCJMANHL_01043	CDS	1401	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
GCJMANHL_01044	CDS	2193				hypothetical protein
GCJMANHL_01045	CDS	1338	scrY_1			Sucrose porin
GCJMANHL_01046	CDS	1272	licC_2		COG1455	Lichenan permease IIC component
GCJMANHL_01047	CDS	315	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
GCJMANHL_01048	CDS	1323	licC_3		COG1455	Lichenan permease IIC component
GCJMANHL_01049	CDS	315	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
GCJMANHL_01050	CDS	915	mak_2	2.7.1.4	COG1940	Fructokinase
GCJMANHL_01051	CDS	963	galR_1		COG1609	HTH-type transcriptional regulator GalR
GCJMANHL_01052	CDS	918			COG0803	putative periplasmic iron-binding protein
GCJMANHL_01053	CDS	822	mntB_3		COG1121	Manganese transport system ATP-binding protein MntB
GCJMANHL_01054	CDS	849	mntB_4			Manganese transport system membrane protein MntB
GCJMANHL_01055	CDS	855	mntB_5			Manganese transport system membrane protein MntB
GCJMANHL_01056	CDS	396				hypothetical protein
GCJMANHL_01057	CDS	888	tsaR_1			HTH-type transcriptional regulator TsaR
GCJMANHL_01058	CDS	942				hypothetical protein
GCJMANHL_01059	CDS	1710	ilvI_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
GCJMANHL_01060	CDS	294				hypothetical protein
GCJMANHL_01061	CDS	2364				hypothetical protein
GCJMANHL_01062	CDS	1032	hemS		COG3720	Hemin transport protein HemS
GCJMANHL_01063	CDS	819	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
GCJMANHL_01064	CDS	996	hmuU_1		COG0609	Hemin transport system permease protein HmuU
GCJMANHL_01065	CDS	780	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
GCJMANHL_01066	CDS	507	hcpA_1		COG3157	Major exported protein
GCJMANHL_01067	CDS	333				hypothetical protein
GCJMANHL_01068	CDS	1032				IS630 family transposase ISEc33
GCJMANHL_01069	CDS	192				hypothetical protein
GCJMANHL_01070	CDS	846				hypothetical protein
GCJMANHL_01071	CDS	315	hdeB_1			Acid stress chaperone HdeB
GCJMANHL_01072	CDS	615	evgA			DNA-binding transcriptional activator EvgA
GCJMANHL_01073	CDS	3243	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
GCJMANHL_01074	CDS	633	yfdX			Protein YfdX
GCJMANHL_01075	CDS	576	hdeD		COG3247	Protein HdeD
GCJMANHL_01076	CDS	306	hdeB_2			Acid stress chaperone HdeB
GCJMANHL_01077	CDS	804	glpF_1		COG0580	Glycerol uptake facilitator protein
GCJMANHL_01078	CDS	1824	ddrA_1			Diol dehydratase-reactivating factor alpha subunit
GCJMANHL_01079	CDS	426	pduE_1	4.2.1.28	COG4910	Propanediol dehydratase small subunit
GCJMANHL_01080	CDS	585	pduD_1	4.2.1.28		Propanediol dehydratase medium subunit
GCJMANHL_01081	CDS	1668	dhaB	4.2.1.30		Glycerol dehydratase large subunit
GCJMANHL_01082	CDS	429				hypothetical protein
GCJMANHL_01083	CDS	1164	dhaT	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
GCJMANHL_01084	CDS	354				hypothetical protein
GCJMANHL_01085	CDS	531	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
GCJMANHL_01086	CDS	1926	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
GCJMANHL_01087	CDS	1098	dhaD	1.1.1.6		Glycerol dehydrogenase
GCJMANHL_01088	CDS	1071	dhaK_1	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
GCJMANHL_01089	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
GCJMANHL_01090	CDS	771	dhaM_1	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
GCJMANHL_01091	CDS	366	dhaM_2	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
GCJMANHL_01092	CDS	1650	dhaK_2	2.7.1.29		Dihydroxyacetone kinase
GCJMANHL_01093	CDS	777	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
GCJMANHL_01094	CDS	555	yqjI		COG1695	Transcriptional regulator YqjI
GCJMANHL_01095	CDS	1380	patA	2.6.1.82	COG4992	Putrescine aminotransferase
GCJMANHL_01096	CDS	297	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
GCJMANHL_01097	CDS	888	lsrF_1	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
GCJMANHL_01098	CDS	1002	lsrB_1			Autoinducer 2-binding protein LsrB
GCJMANHL_01099	CDS	999	lsrD_1			Autoinducer 2 import system permease protein LsrD
GCJMANHL_01100	CDS	1035	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
GCJMANHL_01101	CDS	1488	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
GCJMANHL_01102	CDS	972	lsrR		COG2390	Transcriptional regulator LsrR
GCJMANHL_01103	CDS	1599	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
GCJMANHL_01104	CDS	2022	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
GCJMANHL_01105	CDS	1131	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
GCJMANHL_01106	CDS	708				hypothetical protein
GCJMANHL_01107	CDS	603				hypothetical protein
GCJMANHL_01108	CDS	501	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
GCJMANHL_01109	CDS	990	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
GCJMANHL_01110	CDS	972	alx		COG0861	Putative membrane-bound redox modulator Alx
GCJMANHL_01111	CDS	1248	sstT		COG3633	Serine/threonine transporter SstT
GCJMANHL_01112	CDS	555	ygjV			Inner membrane protein YgjV
GCJMANHL_01113	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
GCJMANHL_01114	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
GCJMANHL_01115	CDS	1302	exuT_1			Hexuronate transporter
GCJMANHL_01116	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
GCJMANHL_01117	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
GCJMANHL_01118	CDS	387	mzrA			Modulator protein MzrA
GCJMANHL_01119	CDS	369	yqjC			Protein YqjC
GCJMANHL_01120	CDS	306	yqjD		COG4575	putative protein YqjD
GCJMANHL_01121	CDS	399	yqjE		COG5393	Inner membrane protein YqjE
GCJMANHL_01122	CDS	297				hypothetical protein
GCJMANHL_01123	CDS	393	yqjF		COG2259	Inner membrane protein YqjF
GCJMANHL_01124	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
GCJMANHL_01125	CDS	369	yhaH		COG3152	Inner membrane protein YhaH
GCJMANHL_01126	CDS	897	yhaJ_2			HTH-type transcriptional regulator YhaJ
GCJMANHL_01127	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
GCJMANHL_01128	CDS	168				hypothetical protein
GCJMANHL_01129	CDS	411				hypothetical protein
GCJMANHL_01130	CDS	465				hypothetical protein
GCJMANHL_01131	CDS	108				hypothetical protein
GCJMANHL_01132	CDS	504	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
GCJMANHL_01133	CDS	1062	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
GCJMANHL_01134	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
GCJMANHL_01135	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
GCJMANHL_01136	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
GCJMANHL_01137	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
GCJMANHL_01138	CDS	600	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
GCJMANHL_01139	CDS	1317				hypothetical protein
